Cite Number,Issue Date,Violat,Sublocatio,Street,Meter #,Is Wa,Due
M200208480,02/22/2018,X,100N,BROOK ST,BR102N,NO,0.00
M202401688,03/06/2018,X,100,BROOK ST,100N,NO,0.00
M202803203,02/10/2018,X,2000,4TH ST,4335,NO,0.00
M202705462,01/12/2018,NPP,S400,2ND ST,,NO,0.00
M200303710,03/01/2018,BT,100,7TH ST,,NO,0.00
M201507141,01/18/2018,X,500BLOCK,HANCOCK ST,HK522A,NO,0.00
M201404786,01/24/2018,X,500S,HANCOCK ST,1724,NO,0.00
M201405199,02/16/2018,X,500S,HANCOCK ST,1722,NO,0.00
M200006745,01/30/2018,X,W700,MAIN ST,309,NO,0.00
M201609286,01/19/2018,X,300E,MUHAMMAD ALI BLVD,1310,NO,0.00
M201306130,01/10/2018,X,W,MAIN ST,285,NO,0.00
M201707640,03/15/2018,NPP,300W,LIBERTY ST,,NO,0.00
M201610777,03/14/2018,X,600W,LIBERTY ST,682,NO,25.00
M202401609,01/27/2018,X,S100,6TH ST,105,NO,0.00
M201305964,01/03/2018,X,100,FLOYD ST,3094,NO,0.00
M201306359,01/19/2018,X,BR106N,BROOK ST,3054,NO,0.00
M201405060,02/08/2018,X,100N,BROOK ST,3053,NO,0.00
M201306915,02/19/2018,X,BR203NL,BROOK ST,3066,NO,0.00
M202401635,02/20/2018,X,100N,BROOK ST,BR108N,NO,0.00
M200006772,01/31/2018,X,S2400,4TH ST,4432,NO,0.00
M200409262,03/02/2018,X,2400,FLOYD ST,4432,NO,0.00
M201707140,01/29/2018,X,700W,LIBRARY LOT,5,NO,0.00
M201609651,02/03/2018,NSR,500,PRESTON ST,,YES,0.00
M200507204,02/24/2018,H,1900E,DEERWOOD AVE,,NO,135.00
M202803051,01/31/2018,X,600,WASHINGTON ST,586,NO,0.00
M200007905,03/19/2018,PNP,E200,ABRAHAM FLEXNER WAY,,NO,15.00
M201610424,03/02/2018,X,700 W,JEFFERSON ST,434,NO,0.00
M200208723,03/02/2018,X,600S,FLOYD ST,FL606B,NO,50.00
M201609178,01/13/2018,X,500E,CHESTNUT ST,1438,NO,0.00
M201405143,02/15/2018,X,300E,MUHAMMAD ALI BLVD,1302,NO,0.00
M200706842,03/19/2018,X,600W,MAIN ST,332,NO,0.00
M200806174,01/22/2018,X,1200,STORY AVE,2942,NO,0.00
M202706170,03/19/2018,X,W400,MUHAMMAD ALI BLVD,2430,NO,0.00
M200609770,01/26/2018,X,600,7TH ST,1980,NO,0.00
M201610196,02/22/2018,HO,lib606a,LIBERTY ST,,NO,0.00
M201306926,02/21/2018,X,WA100EL,WASHINGTON ST,3330,NO,0.00
M201306946,03/06/2018,X, 200 N,1ST ST,2449,NO,0.00
M200408844,02/13/2018,NSR,2300,CRITTENDEN DR,,NO,0.00
M200610169,02/08/2018,X,600,1ST ST,1010,NO,0.00
M200006974,02/08/2018,X,E300,MUHAMMAD ALI BLVD,1300,NO,0.00
M201306392,01/19/2018,X,MA104AE,MAIN ST,3184,NO,0.00
M201305985,01/03/2018,X,100N,1ST ST,3014,NO,0.00
M201507718,03/21/2018,NPP,3100,3RD ST,,NO,15.00
M201609486,01/24/2018,X,300S,6TH ST,7,NO,50.00
M200209261,03/21/2018,X,200E,ABRAHAM FLEXNER WAY,AF205EA,NO,15.00
M201609832,02/09/2018,PFH,500S,JACKSON ST,,NO,0.00
M202401418,01/08/2018,X,S1800,4TH ST,4320,NO,0.00
M200409224,03/01/2018,X,1800,4TH ST,4324,NO,0.00
M200409412,03/08/2018,PT2,2000,STANSBURY PARK,,NO,50.00
M200006781,01/31/2018,PT2,S1700,2ND ST,,NO,0.00
M200408971,02/21/2018,X,300,CARDINAL BLVD,4281,NO,50.00
M200706250,02/01/2018,X,100S,5TH ST,68,NO,0.00
M201707618,03/15/2018,X,500W,MARKET ST,2598,NO,0.00
M201707274,02/03/2018,X,100E,WITHERSPOON ST,3268,NO,0.00
M200609954,02/02/2018,NP,300,LIBRARY LOT,,NO,50.00
M202803217,02/12/2018,X,400,6TH ST,384,NO,0.00
M200706168,01/24/2018,X,100S,6TH ST,99,NO,0.00
M201609872,02/09/2018,X,600W,LIBERTY ST,682,NO,0.00
M201610701,03/13/2018,X,400S,FLOYD ST,953,NO,25.00
M200610414,02/19/2018,X,600,JACKSON ST,4137,NO,0.00
M200007287,02/20/2018,NPP,900,BAXTER AVE,,NO,0.00
M201405203,02/19/2018,X,500S,FLOYD ST,1454,NO,0.00
M200303554,01/24/2018,BT, 300 S,7TH ST,,NO,75.00
M200006364,01/11/2018,X,S2000,4TH ST,4366,NO,0.00
M201306084,01/09/2018,X,S,FLOYD ST,3083,NO,0.00
M201507719,03/21/2018,NPP,3100,3RD ST,,NO,15.00
M200303442,01/04/2018,NPP,700E,KENTUCKY ST,,NO,0.00
M200611251,03/23/2018,X,200,GUTHRIE ST,2073,NO,15.00
M200303615,02/05/2018,BT,400,MUHAMMAD ALI BLVD,,NO,0.00
M201707012,01/17/2018,X,500W,MARKET ST,2583,NO,50.00
M200408352,01/22/2018,X,2300,ARTHUR ST,4379,NO,0.00
M201507067,01/03/2018,NPB,400E,CHESTNUT ST,,NO,0.00
M201108857,02/06/2018,X,300,CARDINAL BLVD,4404,NO,0.00
M200408538,01/29/2018,PT2,300,STANSBURY PARK,,NO,0.00
M200006770,01/31/2018,X,S1900,3RD ST,4219,NO,0.00
M201108526,01/02/2018,X,700,MAIN ST,310,NO,0.00
M200610237,02/09/2018,NPP,300,CHESTNUT ST,,NO,0.00
M200303638,02/09/2018,BT,300 W,CARDINAL BLVD,,NO,0.00
M202900033,02/02/2018,NSR,W700,JEFFERSON ST,,NO,50.00
M200507005,02/10/2018,X,1600E,ELLWOOD AVE,4598,NO,0.00
M200806468,02/16/2018,X,2200,DUNDEE RD,4582,NO,50.00
M201306276,01/17/2018,HO,100E,MAIN ST,,YES,0.00
M202803071,02/01/2018,NPP,600,BAXTER AVE,,NO,0.00
M202705324,01/09/2018,NPP,1300,BARDSTOWN RD,,NO,0.00
M201707067,01/19/2018,X,600W,MAIN ST,290,NO,0.00
M201306659,01/30/2018,HO,100W,WITHERSPOON ST,,NO,0.00
M202705317,01/08/2018,NP,S200,1ST ST,,NO,0.00
M201707503,02/28/2018,X,W300,JEFFERSON ST,2515,NO,0.00
M201610048,02/14/2018,X,500S,FLOYD ST,1486,NO,0.00
M201507696,03/19/2018,X,600,JACKSON ST,1589,NO,15.00
M201707812,03/22/2018,X,100S,5TH ST,65,NO,15.00
M200506676,01/24/2018,X,100,7TH ST,141,NO,0.00
M200706389,02/13/2018,X,100S,7TH ST,132,NO,0.00
M201404913,01/31/2018,X,500S,HANCOCK ST,1599,NO,0.00
M201404483,01/08/2018,X,200E,CHESTNUT ST,1170,NO,0.00
M200706841,03/19/2018,X,100N,7TH ST,134,NO,0.00
M201306192,01/11/2018,X,E,WITHERSPOON ST,3271,YES,0.00
M201404770,01/24/2018,X,300E,CHESTNUT ST,1373,NO,0.00
M200507033,02/13/2018,NSR,1900,2ND ST,,NO,0.00
M200007172,02/15/2018,PT2,S1800,2ND ST,,NO,0.00
M200408208,01/09/2018,X,300BLOCK,CHESTNUT ST,NA,NO,0.00
M201707003,01/16/2018,NSR,700S,3RD ST,,NO,0.00
M200706287,02/05/2018,LZF,400W,MARKET ST,,NO,0.00
M201405049,02/08/2018,X,300E,MUHAMMAD ALI BLVD,1299,NO,0.00
M200209277,03/22/2018,X,400E,GRAY ST,GR417E,NO,15.00
M200609952,02/02/2018,X,500,3RD ST,2012,NO,0.00
M200006392,01/12/2018,PTZ,S1500,4TH ST,,NO,0.00
M201610177,02/22/2018,X,400S,6TH ST,467,NO,50.00
M200303547,01/23/2018,BT,E700,JEFFERSON ST,,NO,0.00
94433415,02/06/2018,H,7120,BRONNER CIR,,NO,135.00
M202900187,02/07/2018,X,W500,JEFFERSON ST,645,NO,0.00
M201610798,03/15/2018,PTZ,300S,PRESTON ST,,NO,25.00
M202900318,02/13/2018,97,1800,3RD ST,,NO,0.00
M200610648,02/24/2018,X,300,LIBERTY ST,2228,NO,50.00
M200806493,02/21/2018,X,1200,STORY AVE,2944,NO,0.00
M200506577,01/20/2018,X,1500S,BARDSTOWN RD,4881,NO,0.00
M200007693,03/08/2018,HO,S100,6TH ST,,NO,0.00
M200007807,03/13/2018,PT2,S1700,2ND ST,,NO,0.00
M202705918,03/02/2018,X,W600,MAIN ST,284,NO,50.00
M201404507,01/09/2018,X,400S,7TH ST,625,NO,50.00
M200303468,01/09/2018,BT,1000S,2ND ST,,NO,0.00
M200408438,01/25/2018,NSR,200E,BLOOM ST,,NO,0.00
M202401737,03/07/2018,X,300S,6TH ST,596,NO,0.00
M201507704,03/19/2018,NPP,600,PRESTON ST,,NO,0.00
M200408677,02/01/2018,97,1800,2ND ST,,NO,0.00
M201610613,03/09/2018,X,300E,MUHAMMAD ALI BLVD,1293,NO,0.00
M201507430,02/22/2018,NSR,2000,4TH ST,,NO,0.00
M201405281,03/01/2018,AB,300,6TH ST,,NO,50.00
M202706072,03/09/2018,AB,S300,6TH ST,,NO,50.00
M200610999,03/13/2018,NPP,400,LIBERTY ST,,NO,25.00
M201610788,03/15/2018,X,600S,FLOYD ST,1500,NO,25.00
M201405103,02/12/2018,X,500S,HANCOCK ST,4917,NO,0.00
M200806372,02/08/2018,X,1200,STORY AVE,2944,NO,50.00
M200408354,01/22/2018,PSW,2100,BRADLEY AVE,,NO,0.00
M200303549,01/23/2018,BT,S1300,4TH ST,,NO,0.00
M200007404,02/23/2018,PT2,S100,GARAGE - 6TH & MAIN,,NO,0.00
M201108772,01/31/2018,X,400,7TH ST,618,NO,0.00
M202900040,02/02/2018,NPP,W300,LIBERTY ST,,NO,0.00
M201404962,02/05/2018,X,600S,FLOYD ST,1516,NO,0.00
M201307475,03/22/2018,NPP,600,BROADWAY,,NO,0.00
M200209144,03/15/2018,X,500S,HANCOCK ST,HK320A,NO,0.00
M201609153,01/12/2018,X,100S,5TH ST,67,NO,0.00
M201707836,03/23/2018,NPP,200E,WITHERSPOON ST,,NO,15.00
M200705982,01/03/2018,X,800S,4TH ST,3829,NO,50.00
M202401696,03/06/2018,PFH,200,MAIN ST,,NO,0.00
M201404616,01/17/2018,X,500S,FLOYD ST,1464,NO,0.00
M200007159,02/15/2018,97,W300,LEE ST,,NO,0.00
M201610288,02/26/2018,X,500E,CHESTNUT ST,1449,NO,0.00
M201307493,03/23/2018,X,600S,FLOYD ST,FL619A,NO,15.00
M200303747,03/12/2018,NSR,1800,EDENSIDE AVE,,NO,25.00
M200303745,03/12/2018,NPP,1000,BARDSTOWN RD,,NO,25.00
M201404869,01/30/2018,X,400E,GRAY ST,1560,NO,0.00
M201609367,01/22/2018,X,600W,LIBERTY ST,682,NO,50.00
M201108818,02/02/2018,X,300,MAIN ST,2626,NO,0.00
M200007198,02/16/2018,X,S100,5TH ST,362,NO,0.00
M200706734,03/15/2018,X,100S,5TH ST,69,NO,0.00
M200706868,03/20/2018,X,100S,5TH ST,69,NO,15.00
M200007579,03/05/2018,X,S1700,4TH ST,4341,NO,0.00
M202705524,01/17/2018,NSR,W700,MAIN ST,,NO,0.00
M200706306,02/07/2018,X,400W,MAIN ST,2630,NO,0.00
M200506514,01/18/2018,X,2000,4TH ST,4342,NO,50.00
M200006800,02/01/2018,PT2,S1800,2ND ST,,NO,0.00
M201306238,01/16/2018,NPP,900,BAXTER AVE,,NO,0.00
M202900171,02/06/2018,X,2200,DUNDEE RD,4587,NO,0.00
M201305933,01/02/2018,PT3,300E,MARKET ST,,NO,0.00
M202705205,01/02/2018,NPP,W500,LIBERTY ST,,NO,0.00
M200007128,02/15/2018,X,S2000,4TH ST,4317,NO,50.00
M202705838,01/30/2018,NPG,W500,LIBERTY ST,,NO,0.00
M201507311,02/10/2018,X,600,WASHINGTON ST,336,NO,0.00
M201707846,03/24/2018,NSR,500S,PRESTON ST,,NO,15.00
M201108744,01/29/2018,X,300,6TH ST,5,NO,0.00
95036255,02/14/2018,NP,3400,COVENTRY COMMONS DR,,NO,50.00
M201609749,02/07/2018,PTZ,300S,PRESTON ST,,NO,0.00
M201609122,01/11/2018,X,500W,MARKET ST,2587,NO,0.00
M200706369,02/09/2018,X,100N,1ST ST,3012,NO,0.00
M201610270,02/23/2018,X,600 W,MARKET ST,224,NO,0.00
M200007484,02/28/2018,X,S100,5TH ST,66,NO,0.00
M201610808,03/15/2018,X,300S,2ND ST,2395,NO,25.00
M200006728,01/29/2018,PT2,S1800,2ND ST,,NO,0.00
M202401365,01/03/2018,X,W500,MARKET ST,2598,NO,50.00
M201405086,02/12/2018,X,300E,MUHAMMAD ALI BLVD,1303,NO,0.00
M201306298,01/17/2018,X,W,LIBERTY ST,681,NO,0.00
M201609632,02/01/2018,X,200W,JEFFERSON ST,437,NO,50.00
M200609672,01/25/2018,X,200,GUTHRIE ST,2075,NO,0.00
M202802825,01/12/2018,NPP,900,BAXTER AVE,,NO,0.00
M200408469,01/26/2018,X,2000,4TH ST,4342,NO,0.00
M200408187,01/03/2018,X,400W,JEFFERSON ST,2458,NO,0.00
M201404768,01/24/2018,X,300E,MUHAMMAD ALI BLVD,1300,NO,0.00
M200611176,03/21/2018,X,500,4TH ST,2035,NO,0.00
M201306718,01/31/2018,X,FL202NR,FLOYD ST,4803,NO,50.00
M202803507,03/15/2018,X,600 S,4TH ST,937,NO,0.00
M200408884,02/20/2018,X,2000,4TH ST,4354,NO,0.00
M201109029,02/22/2018,X,100,6TH ST,593,NO,0.00
M200806527,02/27/2018,NPP,1200,BARDSTOWN RD,,NO,50.00
M201306737,01/31/2018,X,4-1910S,4TH ST,4247,NO,0.00
M200303522,01/17/2018,BT,400 W,MARKET ST,,NO,0.00
M200706304,02/07/2018,X,100S,3RD ST,2555,NO,0.00
M202803595,03/21/2018,X,S300,8TH ST,192,NO,0.00
M200007485,02/28/2018,X,S100,8TH ST,166,NO,0.00
M200806670,03/09/2018,NSR,700,ST ANTHONY PL,,NO,50.00
M201404684,01/19/2018,X,600W,LIBERTY ST,692,NO,50.00
M200408164,01/03/2018,X,1100,STORY AVE,2941,NO,0.00
M201307176,03/14/2018,X,4870,FLOYD ST,4870,NO,25.00
M202705610,01/19/2018,MU,W600,JEFFERSON ST,,NO,0.00
M201404846,01/29/2018,X,400E,MUHAMMAD ALI BLVD,1334,NO,0.00
M200007535,03/02/2018,PNP,1700,YALE DR,,NO,50.00
M202803542,03/16/2018,HO,gr202eb,GRAY ST,,NO,0.00
M201306854,02/09/2018,X,7-109AS,7TH ST,145,NO,0.00
M201404902,01/31/2018,X,100E,GRAY ST,987,NO,0.00
M200408167,01/03/2018,PT2,300,STANSBURY PARK,,NO,0.00
M201307353,03/20/2018,X,BR200NR,BROOK ST,3062,NO,0.00
M200507137,02/24/2018,X,1600E,ELLWOOD AVE,4598,NO,0.00
M200507236,03/10/2018,PNP,1300S,4TH ST,,NO,0.00
M200506239,01/04/2018,X,700 S,3RD ST,3765,NO,0.00
M200806783,03/20/2018,PNP,2100,PATTERSON AVE,,NO,15.00
M202706196,03/19/2018,X,W700,LIBERTY ST,722,NO,15.00
M200609515,01/09/2018,X,300,CHESTNUT ST,5018,NO,0.00
M201404719,01/22/2018,X,400E,MUHAMMAD ALI BLVD,4940,NO,0.00
M201507143,01/18/2018,X,500BLOCK,CHESTNUT ST,NA,NO,50.00
M200610029,02/05/2018,X,200,MUHAMMAD ALI BLVD,2253,NO,0.00
M200610611,02/23/2018,X,200,MUHAMMAD ALI BLVD,2253,NO,0.00
M201609441,01/23/2018,X,400W,MUHAMMAD ALI BLVD,2424,NO,0.00
M201609533,01/27/2018,X,500W,JEFFERSON ST,227,NO,0.00
M200303760,03/13/2018,BT,400 W,MARKET ST,,NO,0.00
M200409476,03/14/2018,X,2000,4TH ST,4377,NO,0.00
M202401480,01/09/2018,X,S2000,4TH ST,4340,NO,0.00
M201404938,02/01/2018,X,100E,GRAY ST,997,NO,50.00
M201405056,02/08/2018,X,100E,GRAY ST,980,NO,50.00
M200409504,03/15/2018,78,400,BLOOM ST,,NO,45.00
M200303502,01/12/2018,BT,1400S,FLOYD ST,,NO,0.00
M200208460,01/16/2018,X,W400,MAIN ST,2653,NO,0.00
M201707630,03/15/2018,X,600W,CEDAR ST,405,NO,0.00
M201707779,03/21/2018,X,600W,CEDAR ST,404,NO,0.00
M200007512,03/01/2018,PNP,2200,SARATOGA DR,,NO,0.00
M201404700,01/22/2018,X,500S,HANCOCK ST,4120,NO,0.00
M200506797,01/27/2018,X,400W,GAULBERT AVE,4496,NO,0.00
M202802956,01/22/2018,X,2200,DUNDEE RD,4588,NO,0.00
M201610248,02/23/2018,X,600,JEFFERSON ST,423,NO,50.00
M202803442,03/14/2018,X,600 S,7TH ST,1967,NO,0.00
M201900175,02/08/2018,OFF2,28,GARAGE - MARKET ST,,NO,0.00
M200507221,03/10/2018,X,300W,CARDINAL BLVD,4299,NO,0.00
M202401479,01/09/2018,X,S2000,4TH ST,4352,NO,0.00
M200409645,03/22/2018,X,700,8TH ST,4925,NO,15.00
M202706315,03/23/2018,LZF,S300,7TH ST,,NO,15.00
M200006738,01/30/2018,X,E300,CHESTNUT ST,1382,NO,0.00
M200303625,02/07/2018,BT,500 W,LIBERTY ST,,NO,0.00
M200409408,03/08/2018,NSR,1800,FLOYD ST,,NO,0.00
M200706327,02/07/2018,X,100S,1ST ST,2782,NO,0.00
M200806041,01/09/2018,X,1500,HIGHLAND AVE,4606,NO,50.00
M201306405,01/22/2018,X,P203S,PRESTON ST,3250,NO,0.00
M200408484,01/26/2018,PT2,300,STANSBURY PARK,,NO,0.00
M202705289,01/08/2018,X,S200,7TH ST,160,NO,0.00
M202706002,03/06/2018,X,W600,MAIN ST,288,YES,0.00
M202803208,02/10/2018,X,300,BRANDEIS AVE,4252,NO,0.00
M202803084,02/02/2018,NPP,200,KENTUCKY ST,,NO,0.00
M201608909,01/02/2018,X,500W,LIBERTY ST,780,NO,50.00
M200806322,02/06/2018,PNP,1800,EDGELAND AVE,,NO,0.00
M200006604,01/24/2018,X,S1900,3RD ST,4210,NO,0.00
M201609599,02/01/2018,PTZ,300S,PRESTON ST,,NO,0.00
M200409176,02/28/2018,PTZ,200,HILL ST,,NO,0.00
M201405074,02/09/2018,X,400E,GRAY ST,1548,NO,50.00
M200506384,01/10/2018,PNP,2100,BARINGER AVE,,NO,0.00
M201609273,01/19/2018,X,200,GRAY ST,2421,NO,0.00
M200409173,02/28/2018,NSR,1800,BROOK ST,,NO,0.00
M200706551,03/02/2018,X,100S,7TH ST,135,NO,0.00
M200506364,01/09/2018,X,600 W,JEFFERSON ST,436,NO,0.00
M200006931,02/05/2018,PNP,W200,BLOOM ST,,NO,0.00
M200506845,02/03/2018,NP,2000S,STANSBURY PARK,,NO,0.00
M201306894,02/19/2018,X,WA102EL,WASHINGTON ST,3332,NO,0.00
M200409591,03/21/2018,X,2300,ARTHUR ST,4381,NO,15.00
M201306633,01/29/2018,X,4-2007S,4TH ST,4341,NO,50.00
M200506875,02/03/2018,X,2000S,4TH ST,4353,NO,0.00
M201306097,01/09/2018,X,S,FLOYD ST,3090,NO,0.00
M201306061,01/08/2018,NPP,1200,BROADWAY,,NO,50.00
M200610184,02/08/2018,LZF,300,MUHAMMAD ALI BLVD,,NO,50.00
M200408471,01/26/2018,PNP,500,LILLY AVE,,NO,0.00
M202401658,03/05/2018,X,700,MAIN ST,706A,NO,50.00
M200303692,02/26/2018,BT,2300,CRITTENDEN DR,,NO,0.00
M200609395,01/02/2018,X,800,4TH ST,3819,NO,0.00
M202705560,01/18/2018,PT2,S100,GARAGE - 6TH & MAIN,,NO,0.00
M202803123,02/07/2018,X,300,5TH ST,2368,NO,0.00
M201507239,01/20/2018,X,100BLOCK,WITHERSPOON ST,NA,NO,0.00
M200408851,02/14/2018,PFH,500,LILLY AVE,,NO,0.00
M201306200,01/12/2018,X,S,FLOYD ST,1459,NO,0.00
M200408357,01/22/2018,PSC,1800,FLOYD ST,,NO,0.00
M200806565,02/28/2018,X,1600,LUCIA AVE,4631,NO,50.00
M201306297,01/17/2018,X,W,LIBERTY ST,697,NO,0.00
M200408738,02/09/2018,97,1600,3RD ST,,NO,0.00
M202803577,03/21/2018,X,W500,JEFFERSON ST,649,NO,15.00
M200706399,02/14/2018,X,100S,3RD ST,2556,NO,0.00
M202705388,01/11/2018,X,W800,LIBERTY ST,732,NO,50.00
M201507244,01/20/2018,X,200BLOCK,1ST ST,NA,NO,50.00
M202401434,01/08/2018,78,W300,BLOOM ST,,NO,70.00
M200408780,02/12/2018,PT2,2000,STANSBURY PARK,,NO,0.00
M200409563,03/20/2018,PT2,2000,STANSBURY PARK,,NO,15.00
M201507416,02/22/2018,X,2000,4TH ST,4332,NO,0.00
M200706731,03/14/2018,X,100W,MARKET ST,2541,NO,0.00
M201405312,03/05/2018,NP,700,JEFFERSON ST,,NO,0.00
M200408568,01/30/2018,PSC,1800,FLOYD ST,,NO,0.00
M200507108,02/17/2018,X,1600E,ELLWOOD AVE,4598,NO,0.00
M201404462,01/05/2018,X,400E,CHESTNUT ST,1398,NO,0.00
M200408367,01/22/2018,NSR,1600,BROOK ST,,NO,0.00
M200007910,03/19/2018,PT2,S1700,2ND ST,,NO,15.00
M200409613,03/21/2018,97,1600,3RD ST,,NO,0.00
M200706487,02/28/2018,LZF,400W,MARKET ST,,NO,0.00
M200609695,01/25/2018,X,300,CHESTNUT ST,1369,NO,0.00
M201108940,02/14/2018,X,500,JEFFERSON ST,227,NO,25.00
M200507218,03/10/2018,X,300W,CARDINAL BLVD,4305,YES,0.00
M200408152,01/03/2018,X,2000,4TH ST,4376,NO,0.00
M200006399,01/12/2018,NPP,S2500,4TH ST,,NO,0.00
M200208977,03/12/2018,X,300E,CHESTNUT ST,CH304EB,NO,0.00
M200609773,01/26/2018,X,600,3RD ST,1884,NO,0.00
M201404623,01/17/2018,X,400S,PRESTON ST,1618,NO,0.00
M200408323,01/19/2018,PT2,300,STANSBURY PARK,,NO,0.00
M202803303,02/17/2018,NPC,2300,CRITTENDEN DR,,NO,0.00
M200007583,03/05/2018,X,S2000,4TH ST,4370,NO,0.00
M201306738,01/31/2018,X,3-1900S,3RD ST,4207,NO,0.00
M200409102,02/26/2018,X,600,WASHINGTON ST,588,NO,0.00
M200007181,02/15/2018,PT2,S2000,STANSBURY PARK,,NO,0.00
M200408957,02/21/2018,78,1600,3RD ST,,NO,70.00
M201707290,02/03/2018,X,400W,MARKET ST,2569,NO,50.00
M200609554,01/10/2018,X,400,CHESTNUT ST,2115,NO,0.00
M202803227,02/12/2018,NPP,900,BAXTER AVE,,NO,0.00
M200408767,02/12/2018,PTZ,1500,4TH ST,,NO,50.00
M200506604,01/20/2018,X,2000E,ALTA AVE,4501,NO,0.00
M202401698,03/06/2018,PT2,w600,GARAGE - 6TH & MAIN,,NO,0.00
M200706374,02/13/2018,X,400W,MAIN ST,2653,NO,0.00
M201306735,01/31/2018,X,4-2015SR,4TH ST,4355,NO,0.00
M200408509,01/29/2018,X,2000,4TH ST,4362,NO,0.00
M200806652,03/09/2018,PNP,1600,BEECHWOOD AVE,,NO,0.00
M200806669,03/09/2018,X,1600,LUCIA AVE,1152,NO,0.00
M201507216,01/20/2018,X,400BLOCK,PRESTON ST,NA,NO,0.00
M200408673,02/01/2018,NSR,1800,BROOK ST,,NO,0.00
M201609809,02/08/2018,PTZ,1800,2ND ST,,NO,0.00
M201307426,03/21/2018,NPP,1700,BARDSTOWN RD,,NO,0.00
M200506815,02/02/2018,X,500,1ST ST,878,NO,50.00
M200007694,03/08/2018,X,S100,8TH ST,165,NO,0.00
M200208554,02/23/2018,X,200E,CHESTNUT ST,CH200EA,NO,0.00
M200303682,02/22/2018,BT,700 W,LIBERTY ST,,NO,0.00
M200408720,02/07/2018,PTZ,1800,2ND ST,,NO,0.00
M200609406,01/03/2018,X,500,3RD ST,2022,NO,0.00
M201610129,02/20/2018,X,500S,3RD ST,2019,NO,0.00
M200610949,03/06/2018,X,300,LIBRARY PL,4175,NO,50.00
M200006537,01/22/2018,HO,W400,MAIN ST,,NO,0.00
M201109069,02/23/2018,X,200,MUHAMMAD ALI BLVD,2384,NO,50.00
M201609107,01/10/2018,PTZ,400E,LIBERTY ST,,NO,50.00
M201307281,03/16/2018,X,BR108LN,BROOK ST,3059,NO,25.00
M201507388,02/20/2018,X,2000,4TH ST,4343,NO,50.00
M200208767,03/05/2018,X,600S,FLOYD ST,FL602A,NO,0.00
M202706189,03/19/2018,X,W500,JEFFERSON ST,226,NO,15.00
M200409538,03/20/2018,PNP,2100,BRADLEY AVE,,NO,15.00
M202401422,01/08/2018,78,S1700,4TH ST,,NO,0.00
M200006886,02/05/2018,78,S1700,4TH ST,,NO,0.00
M200303667,02/20/2018,NP,300 E,LEE ST,,NO,50.00
M200408861,02/14/2018,NSR,700,CAWTHON ST,,NO,0.00
M200609669,01/22/2018,X,100,CHESTNUT ST,868,NO,0.00
M202803133,02/07/2018,X,1900,3RD ST,4217,NO,0.00
M201610430,03/02/2018,X,300 S,8TH ST,194,NO,0.00
95022605,02/03/2018,NP,1700,BARDSTOWN RD,,NO,50.00
94735314,02/04/2018,NP,,DOUGLASS BLVD,,NO,50.00
M201405270,02/28/2018,X,500,4TH ST,2035,NO,0.00
M202900296,02/13/2018,NPC,2100,BRADLEY AVE,,NO,0.00
M201609983,02/13/2018,HO,E200,GRAY ST,,NO,0.00
M201707603,03/13/2018,X,400W,LIBERTY ST,2241,NO,0.00
M201707285,02/03/2018,X,100W,JEFFERSON ST,2284,NO,0.00
M201307074,03/12/2018,X,WA613BW,WASHINGTON ST,578,NO,25.00
M201108699,01/22/2018,X,500,MUHAMMAD ALI BLVD,629,NO,50.00
M201507606,03/08/2018,NPP,1400,BARDSTOWN RD,,NO,0.00
M202401508,01/10/2018,97,S1700,3RD ST,,NO,0.00
M200208615,02/27/2018,PI,400E,CHESTNUT ST,,NO,50.00
M201306175,01/11/2018,HO,100E,MAIN ST,,NO,0.00
M200409652,03/22/2018,78,1800,3RD ST,,NO,35.00
M200209252,03/21/2018,X,400E,MUHAMMAD ALI BLVD,ALI400EB,NO,15.00
M202401355,01/02/2018,X,W400,MAIN ST,2653,NO,0.00
M200806621,03/08/2018,X,1200,STORY AVE,2942,NO,15.00
M201609807,02/08/2018,PTZ,1800,2ND ST,,NO,0.00
M200506827,02/02/2018,X,400,MUHAMMAD ALI BLVD,1317,NO,50.00
M201405067,02/09/2018,X,400E,MUHAMMAD ALI BLVD,1320,NO,0.00
M200706355,02/09/2018,NP,500W,MAIN ST,,NO,0.00
M201404693,01/19/2018,X,400W,MUHAMMAD ALI BLVD,2418,NO,0.00
M200409662,03/23/2018,X,2000,4TH ST,4360,NO,0.00
M200006478,01/18/2018,X,S2000,4TH ST,4364,NO,0.00
M200506752,01/26/2018,X,2000,4TH ST,4359,NO,0.00
M201507550,03/05/2018,X,2000,4TH ST,4367,NO,0.00
M201507709,03/21/2018,NPP,100,KENTUCKY ST,,NO,15.00
M201306016,01/05/2018,X,E,MAIN ST,3183,NO,0.00
M200208529,02/23/2018,X,500S,PRESTON ST,P504A,NO,50.00
M201507323,02/12/2018,NPP,2500,4TH ST,,NO,0.00
M201707129,01/27/2018,X,400W,MAIN ST,2642,NO,0.00
M202706145,03/17/2018,X,S2400,FLOYD ST,4457,NO,25.00
M200303528,01/18/2018,BT,100 S,FLOYD ST,,NO,0.00
M200806486,02/21/2018,NP,2100,HIGHLAND AVE,,NO,0.00
M200609959,02/02/2018,NSR,400,CHESTNUT ST,,NO,0.00
M200409378,03/07/2018,PTZ,1500,1ST ST,,NO,0.00
M200408394,01/24/2018,PFH,1700,3RD ST,,NO,50.00
